0,1,3,5,3,1,0,0,0,0,3,6,9,6,3,0,2,3,5,7,4,2,0,0,0,0,0,0,0,2,4,6,0,0,0,0,3,7,11,7,3,0,25,51,77,136,195,255,10,6,3,0,0,0,0,0,0,0,83,166,250,248,246,245,0,0,0,0,6,13,20,16,12,9,88,167,246,248,251,254,0,1,2,4,2,1,0,0,0,0,85,170,255,253,252,251,8,5,2,0,0,0,1,9,17,26,94,162,231,239,247,255,0,0,0,0,0,0,0,0,0,0,85,170,255,255,255,255,0,0,1,2,4,6,8,5,2,0,85,170,255,255,255,255,11,7,3,0,0,0,0,8,16,25,97,169,241,245,250,255,0,0,0,0,3,6,10,6,3,0,85,170,255,253,251,250,0,2,4,6,4,2,0,0,0,0,85,170,255,255,255,255,6,4,2,0,6,12,19,12,6,0,81,163,245,246,247,249,1,0,0,0,0,0,0,2,5,8,40,73,106,155,205,255,5,3,1,0,2,4,6,7,8,10,6,3,0,0,0,0,0,5,10,15,10,5,0,0,0,0,3,7,11,7,3,0
10,6,3,0,1,2,4,2,1,0,0,0,0,5,10,15,2,1,0,0,5,11,17,14,12,10,6,3,0,0,0,1,0,0,1,2,4,7,10,21,32,43,72,101,130,86,43,0,1,2,3,4,2,1,0,13,26,39,108,177,246,201,157,113,0,0,0,0,0,0,0,0,0,0,41,83,125,165,206,247,2,1,0,0,1,2,4,2,1,0,0,0,0,65,130,195,5,3,1,0,0,0,1,4,8,12,8,4,0,16,33,50,4,2,1,0,0,0,1,0,0,0,2,4,6,4,2,0,5,3,1,0,4,8,13,8,4,0,2,4,6,4,2,0,0,2,4,7,4,2,0,4,8,13,9,6,3,15,27,40,0,1,2,3,2,1,0,0,0,0,0,0,0,57,114,171,10,6,3,0,2,5,8,5,2,0,38,76,114,156,198,241,0,3,6,9,7,5,3,7,12,17,85,154,223,190,158,126,3,2,1,0,0,0,0,48,96,144,175,207,239,160,82,4,0,6,13,20,13,6,0,3,7,11,7,3,0,0,0,0,5,3,1,0,0,0,0,0,0,0,2,4,7,8,10,12
5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,3,7,11,7,4,1,0,0,0,1,2,3,4,2,1,0,13,26,40,42,45,48,47,47,47,5,5,6,7,8,9,11,61,112,163,191,220,249,251,253,255,0,0,0,0,0,0,0,59,118,178,203,229,255,240,226,212,5,3,2,1,1,1,2,62,122,182,201,221,241,196,152,108,0,1,2,3,5,7,9,66,123,180,204,228,252,200,149,98,0,0,1,2,1,0,0,54,108,162,193,224,255,209,163,118,0,1,3,5,4,3,3,59,115,171,199,227,255,255,255,255,0,0,0,0,0,0,0,58,117,176,202,228,255,238,221,204,20,16,12,9,6,3,0,65,130,195,215,235,255,199,143,88,0,5,10,15,10,5,0,57,114,172,198,225,252,204,156,108,5,8,11,15,10,5,0,57,115,173,200,227,255,204,154,104,0,0,0,0,3,6,10,68,126,184,205,226,247,197,147,97,9,8,8,8,5,2,0,0,0,0,2,4,7,6,6,6,0,0,0,0,2,4,7,7,8,9,6,3,0,0,0,0
2,2,2,2,1,1,1,4,7,10,6,3,0,0,0,0,12,8,4,0,0,0,0,0,1,2,3,4,5,8,11,15,0,1,2,4,6,9,12,8,4,0,0,0,0,0,0,0,0,1,2,3,2,1,0,1,2,3,5,8,11,13,15,18,5,3,1,0,0,0,0,0,1,2,1,0,0,38,76,115,0,0,0,1,3,5,7,4,2,0,0,0,0,73,147,221,0,0,0,0,0,0,0,0,0,1,23,45,68,128,189,250,1,2,4,6,4,2,0,1,3,5,53,102,151,165,179,194,1,0,0,0,0,0,1,3,6,9,83,157,231,201,171,142,4,2,1,0,0,0,0,34,68,102,149,196,244,247,251,255,3,2,1,0,3,7,11,68,125,182,185,188,191,144,97,50,9,7,5,3,3,4,5,86,167,248,199,150,102,72,42,13,0,2,5,8,45,83,121,161,201,241,160,80,0,0,0,0,0,7,14,21,79,138,197,184,171,158,113,68,24,16,8,0,0,0,0,0,2,4,6,5,4,3,2,1,0,3,6,9,5,3,2,1,0,0,0,2,5,8,7,6,6,4,2,0
0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,0,3,7,12,17,30,43,57,56,56,56,54,52,51,49,48,47,0,9,18,28,55,82,110,158,206,254,248,242,237,189,141,93,2,2,2,3,3,3,4,87,171,255,246,237,229,152,76,0,0,2,4,7,4,2,0,85,170,255,243,231,219,146,73,0,9,6,3,0,2,4,6,83,161,239,225,212,199,136,74,12,3,2,1,0,2,5,8,88,168,248,238,228,218,164,111,58,0,1,3,5,4,3,3,84,165,246,239,233,227,183,139,96,6,4,2,0,0,0,0,85,170,255,240,225,211,140,70,0,0,1,2,4,4,4,4,83,162,241,225,209,193,129,65,2,0,0,0,0,2,5,8,90,172,255,244,233,222,149,77,5,3,9,16,23,15,7,0,83,166,249,239,229,220,146,73,0,5,12,19,26,69,113,157,189,222,255,252,249,247,215,183,151,0,3,6,10,7,4,1,2,3,5,3,2,1,1,1,1,0,1,2,4,2,1,0,0,0,0,1,2,3,2,1,0,2,1,1,1,2,3,5,3,1,0,1,2,4,4,4,4
2,1,0,0,4,8,12,9,6,4,2,1,0,0,0,0,0,3,6,9,6,3,0,0,0,0,0,0,0,6,12,18,4,2,1,0,0,0,0,4,8,12,11,11,11,7,3,0,6,4,2,0,1,2,4,2,1,0,0,0,0,66,132,198,0,0,1,2,7,13,19,12,6,0,49,98,148,167,186,205,10,6,3,0,1,2,4,4,5,6,86,166,246,188,130,73,0,8,16,25,16,8,0,29,58,88,137,186,235,156,78,0,6,4,2,0,2,4,6,36,67,98,131,164,197,131,66,1,5,4,4,4,2,1,0,22,44,67,121,175,229,153,77,1,2,1,0,0,10,21,32,24,16,9,89,170,251,185,120,55,6,6,6,6,4,2,0,1,2,4,52,100,149,162,175,188,0,0,0,0,1,2,3,2,1,0,9,18,27,85,144,203,7,5,4,3,4,5,6,4,2,0,2,5,8,5,2,0,0,0,0,0,0,0,0,3,7,11,7,3,0,8,17,26,0,0,0,0,6,12,18,12,6,0,0,0,0,2,4,7,4,2,1,0,0,0,0,2,5,8,5,3,1,0,0,0
6,4,2,0,2,4,6,8,10,13,8,4,0,1,2,4,10,6,3,0,2,4,7,4,2,0,4,8,12,10,8,6,4,2,1,0,0,0,0,8,16,25,16,8,0,19,38,58,0,1,2,3,9,15,21,14,7,0,0,1,2,86,170,255,8,5,2,0,0,0,0,6,12,18,12,6,0,85,170,255,0,3,7,11,7,3,0,0,1,2,1,0,0,81,162,244,0,5,10,16,13,10,8,5,2,0,3,6,9,91,173,255,5,3,1,0,0,0,0,3,6,9,6,3,0,84,168,252,0,2,4,6,5,5,5,3,1,0,0,0,0,85,170,255,5,5,5,5,3,1,0,0,0,0,3,6,9,85,162,239,0,0,0,0,0,0,0,2,4,7,8,10,12,89,166,243,2,1,0,0,3,6,10,6,3,0,0,0,0,85,170,255,13,8,4,0,0,0,0,0,0,0,1,2,3,87,171,255,0,1,2,4,9,14,19,13,7,1,0,0,0,34,69,104,7,4,2,0,0,0,0,0,0,0,5,10,16,10,5,0,0,0,0,0,2,4,7,4,2,0,0,0,0,0,0,0
15,10,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,15,23,20,17,14,22,31,40,38,36,35,0,2,4,6,26,46,66,78,90,102,152,203,254,254,254,255,17,11,5,0,0,1,2,3,5,7,84,161,239,243,247,251,0,0,0,0,0,1,2,1,0,0,85,170,255,255,255,255,7,6,5,5,4,3,3,2,1,0,84,168,252,250,248,247,0,0,0,0,1,3,5,5,5,5,88,171,255,254,254,254,6,4,2,1,0,0,0,0,0,0,83,167,251,252,253,255,0,0,1,2,2,2,3,2,1,0,84,168,253,253,254,255,2,1,1,1,0,0,0,0,0,0,85,170,255,255,255,255,2,1,0,0,0,0,0,0,0,0,85,170,255,254,253,252,0,0,0,0,1,2,4,4,5,6,89,172,255,255,255,255,8,5,2,0,0,0,0,3,6,9,85,162,239,240,241,243,0,5,10,15,36,57,78,91,104,117,163,209,255,255,255,255,5,3,1,0,2,5,8,5,2,0,0,0,0,0,0,0,5,3,1,0,2,4,7,6,5,5,3,1,0,0,0,0
15,10,5,0,4,8,12,8,4,0,0,0,0,0,0,0,0,4,8,12,8,4,0,0,0,0,8,16,24,17,10,4,3,2,1,0,5,10,16,10,5,0,0,0,0,34,69,104,15,10,5,0,0,0,0,0,0,0,52,104,157,186,215,245,0,2,4,6,4,2,0,0,0,1,85,170,255,255,255,255,5,3,1,0,0,0,0,3,7,11,90,169,248,248,248,249,0,4,8,13,8,4,0,0,0,0,85,170,255,255,255,255,5,3,1,0,2,4,6,4,2,0,84,168,253,253,254,255,0,0,0,0,3,7,11,7,3,0,85,170,255,255,255,255,0,0,1,2,1,0,0,3,7,11,88,166,244,247,250,253,0,3,6,9,6,3,0,5,11,17,95,174,253,253,253,253,23,15,7,0,1,3,5,3,2,1,82,163,244,247,251,255,0,0,0,0,3,6,10,6,3,0,38,77,116,161,206,252,12,9,7,5,3,1,0,0,0,0,0,0,0,38,77,116,0,0,0,0,7,14,22,14,7,0,2,4,6,4,3,2,0,2,4,6,4,2,0,2,4,6,5,4,3,2,1,0
3,2,1,0,1,3,5,5,5,5,3,1,0,2,5,8,4,3,2,1,0,0,0,0,0,0,2,4,6,4,2,1,0,0,0,1,1,1,1,0,0,0,2,5,8,9,10,12,3,2,1,0,0,0,1,4,7,10,6,3,0,27,54,81,7,4,2,0,0,0,0,4,8,12,8,4,0,65,130,196,0,1,3,5,3,1,0,0,1,2,8,15,22,99,177,255,0,2,4,6,5,4,4,3,2,2,38,74,110,149,188,228,7,4,2,0,0,0,0,4,8,12,78,144,210,192,175,158,1,0,0,0,2,4,6,16,26,36,107,179,251,193,135,78,0,2,4,6,4,2,0,50,100,150,185,220,255,235,215,196,2,3,5,7,8,9,11,85,160,235,208,182,156,127,99,71,10,6,3,0,24,48,73,133,194,255,193,132,71,50,30,10,0,12,24,36,85,134,183,204,225,246,182,118,54,38,22,6,9,79,149,219,231,243,255,255,255,255,253,251,249,199,150,101,0,1,3,5,3,1,0,2,4,6,8,10,13,8,4,0,0,1,2,4,3,2,1,2,4,6,4,2,0,2,5,8
