5,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,14,21,20,20,20,16,13,10,11,12,14,17,20,24,10,28,46,65,87,109,131,171,211,251,252,253,255,224,193,162,0,0,0,0,16,32,49,115,182,249,251,253,255,198,141,84,0,0,0,0,12,25,38,110,182,255,255,255,255,199,144,89,5,3,2,1,13,25,37,109,181,254,254,254,255,200,145,90,4,2,1,0,12,25,38,110,182,255,254,254,254,201,148,96,0,0,0,0,14,29,44,110,177,244,247,251,255,228,202,176,1,0,0,0,15,30,46,115,185,255,253,252,251,202,154,106,5,3,1,0,13,27,41,112,183,255,254,254,254,202,150,98,0,0,0,0,12,24,37,109,182,255,255,255,255,200,145,90,2,3,4,6,18,31,44,114,184,255,255,255,255,200,145,91,1,0,0,0,14,28,43,112,181,250,251,253,255,197,139,81,0,31,62,93,116,140,164,190,217,244,246,248,251,230,209,189,8,5,2,0,0,0,0,2,4,6,7,9,11,7,3,0,0,1,2,3,5,7,10,6,3,0,0,0,0,2,4,7
0,1,3,5,6,7,9,6,3,0,1,2,3,6,9,12,12,8,4,0,2,5,8,6,4,2,1,0,0,31,63,95,0,3,6,9,6,3,0,22,44,66,125,184,243,242,241,240,4,2,1,0,13,26,39,103,167,232,219,206,194,136,78,21,3,4,5,7,47,87,127,169,212,255,173,91,10,8,7,6,1,0,0,0,76,152,228,219,211,203,135,67,0,0,0,0,1,0,0,0,85,170,255,212,170,128,85,42,0,1,2,3,0,10,20,31,97,164,231,198,165,133,92,51,11,7,3,0,0,2,4,6,87,168,249,218,188,158,105,52,0,4,8,13,4,2,1,0,59,119,179,194,209,224,151,78,5,3,1,0,0,0,0,1,37,73,110,155,200,246,194,142,90,62,34,7,13,8,4,0,2,5,8,65,122,179,199,219,240,198,157,116,0,5,11,17,11,6,1,3,6,9,57,105,154,175,197,219,5,4,3,2,4,6,9,6,3,0,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,6,9,7,5,4,2,1,0,6,12,19,12,6,0
0,0,0,0,0,0,0,2,5,8,5,2,0,0,0,0,13,8,4,0,8,16,25,34,43,53,55,57,60,62,65,68,0,1,2,4,12,20,29,49,69,90,142,195,248,247,246,246,0,3,7,11,7,3,0,9,18,27,103,179,255,243,231,220,7,4,2,0,0,0,0,2,4,7,82,158,234,224,214,204,3,3,3,4,3,2,1,1,2,3,85,167,250,233,216,199,0,2,4,7,4,2,0,0,0,0,85,170,255,238,221,204,7,4,2,0,2,4,7,7,7,7,85,163,241,241,241,242,0,2,4,7,5,4,3,2,1,0,85,170,255,234,214,194,2,1,0,0,0,0,0,0,0,0,85,170,255,240,225,210,4,2,1,0,6,12,19,14,10,6,85,164,243,231,220,209,0,3,6,10,6,3,0,0,0,1,85,170,255,247,239,231,10,6,3,0,18,36,55,86,117,148,183,218,254,250,247,244,0,2,5,8,6,4,3,2,1,1,5,9,13,8,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,4,2,0,3,6,9,7,5,3,2,1,0,2,5,8
0,0,0,0,0,0,1,1,1,1,2,3,5,3,1,0,5,4,4,4,2,1,0,1,3,5,3,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,10,20,30,3,6,9,12,10,8,7,7,7,8,6,4,3,18,34,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,4,0,0,1,2,2,2,2,5,8,12,8,4,0,5,3,1,0,0,0,0,0,0,0,1,3,5,3,2,1,0,0,1,2,1,0,0,3,7,11,7,3,0,0,0,0,0,0,0,0,0,0,1,3,5,8,5,2,0,0,0,0,14,9,4,0,0,0,0,0,0,0,0,0,0,2,5,8,6,4,2,0,3,6,9,6,3,0,0,0,0,1,2,4,0,1,2,4,5,7,9,6,3,0,0,1,2,1,0,0,1,7,13,19,12,6,0,0,0,0,9,19,29,19,9,0,4,2,1,0,3,6,10,8,6,5,3,1,0,34,68,102,5,4,3,2,1,0,0,0,0,1,3,6,9,6,3,0,0,0,0,0,5,10,16,10,5,0,0,0,0,5,10,16
0,0,0,0,2,4,6,9,13,17,11,5,0,3,7,11,17,12,8,4,2,1,0,0,1,2,1,0,0,0,0,0,0,3,6,10,6,3,0,0,0,0,59,118,177,203,229,255,2,1,0,0,0,0,1,1,1,1,85,169,254,251,248,246,0,2,4,6,4,2,0,3,6,9,91,173,255,255,255,255,0,0,0,0,4,8,12,8,4,0,77,154,231,221,211,202,2,3,5,7,4,2,0,0,0,1,0,0,0,0,0,0,5,3,1,0,1,3,5,4,3,2,1,0,0,4,8,12,0,3,6,9,9,9,9,6,3,0,4,8,13,37,62,87,16,10,5,0,0,0,0,0,0,0,0,0,0,85,170,255,0,3,6,9,8,7,7,4,2,0,35,70,106,150,195,240,13,10,7,4,2,1,0,1,2,4,87,171,255,247,240,233,0,0,0,0,6,13,20,13,6,0,78,156,234,241,248,255,0,4,8,13,8,4,0,0,0,0,81,162,243,242,241,240,4,2,1,0,0,0,0,1,2,4,5,6,7,4,2,0,0,2,4,7,5,3,1,0,0,0,0,0,0,1,2,3
0,4,8,13,8,4,0,0,0,0,0,0,0,1,3,5,0,0,0,0,0,0,0,6,13,20,13,6,0,5,10,15,2,4,7,10,8,6,5,3,1,0,38,77,116,144,172,201,8,5,2,0,5,10,16,31,46,62,101,140,180,120,60,0,0,0,0,0,0,0,0,58,116,174,131,88,46,41,36,32,0,10,20,30,20,10,0,73,146,219,150,81,12,8,4,0,0,4,9,14,9,4,0,71,142,213,142,71,0,2,4,6,2,1,0,0,1,2,3,77,151,226,150,75,0,0,0,1,0,0,0,1,2,4,6,73,141,209,141,74,7,7,8,9,14,9,4,0,0,0,0,76,152,228,152,76,0,0,0,0,0,1,2,4,9,14,19,67,115,164,126,88,50,34,19,4,6,4,2,0,0,0,0,20,40,60,109,158,208,139,70,1,0,3,6,9,6,3,0,0,0,0,28,56,84,120,157,194,0,1,2,3,6,10,14,9,5,1,2,3,5,3,1,0,1,0,0,0,3,6,10,6,3,0,0,0,0,5,10,16,7,4,2,0,0,1,2,3,4,6,5,5,5,3,1,0
3,2,1,0,0,0,0,0,0,0,0,0,0,1,3,5,6,4,2,0,2,4,7,12,17,22,17,13,9,6,3,0,0,4,8,12,8,4,0,4,8,13,24,35,46,30,15,0,0,0,1,2,4,6,8,59,110,161,172,184,196,171,147,123,0,0,0,0,0,0,0,46,92,139,118,97,76,119,162,205,16,10,5,0,0,0,0,54,108,162,126,90,54,73,92,112,0,3,6,9,10,11,12,53,95,137,112,87,62,45,29,13,8,5,2,0,0,0,0,45,90,136,112,89,66,44,22,0,0,0,0,0,1,2,4,49,95,141,112,83,54,39,24,10,9,6,3,0,0,0,0,47,94,141,114,87,60,40,20,0,0,0,0,0,5,10,16,59,102,145,118,91,64,45,26,7,0,0,0,0,1,2,3,46,89,133,102,71,41,27,14,1,8,5,2,0,0,0,0,55,111,167,134,101,69,46,23,0,0,0,0,0,1,3,5,47,89,131,107,83,59,41,23,6,0,2,5,8,5,2,0,1,3,5,3,1,0,0,0,0,0,1,2,3,4,6,8,5,2,0,6,13,20,14,8,2
2,1,0,0,0,0,0,3,7,11,7,3,0,0,0,0,10,7,4,1,0,0,0,0,0,0,1,2,4,3,2,2,0,1,2,4,4,4,4,2,1,0,6,12,18,14,10,7,16,11,6,1,0,0,0,41,82,124,163,202,242,246,250,254,0,0,0,0,1,2,4,48,92,136,129,122,115,83,52,21,6,7,9,11,9,7,6,33,60,88,71,55,39,26,13,0,0,1,3,5,3,1,0,1,2,4,2,1,0,4,8,13,0,0,0,0,2,4,6,4,2,0,0,0,0,0,0,0,6,4,2,0,0,1,2,5,9,13,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,6,7,8,9,9,9,10,9,8,7,4,2,0,3,6,9,6,3,0,0,0,0,0,1,2,3,4,5,6,6,7,8,5,2,0,13,8,4,0,0,0,0,8,17,26,17,8,0,0,0,0,0,4,8,12,8,4,0,0,0,0,8,16,24,88,152,216,0,0,0,0,1,2,4,6,8,11,7,3,0,1,3,5,0,0,0,0,0,0,0,0,0,0,2,4,7,5,3,1
0,0,0,1,0,0,0,1,3,5,3,1,0,0,0,0,0,0,0,0,2,4,6,5,5,5,3,1,0,2,4,7,7,4,2,0,1,2,4,2,1,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,1,2,4,2,1,0,0,0,0,0,0,1,2,3,5,7,5,3,1,18,35,52,0,0,0,0,1,3,5,3,1,0,0,0,0,48,96,144,6,4,2,0,1,2,4,2,1,0,8,16,24,62,100,138,0,0,0,0,2,4,7,5,3,1,29,58,87,78,69,61,4,4,4,4,2,1,0,1,3,5,49,93,137,93,49,6,0,0,0,1,0,0,0,10,20,30,59,88,118,78,39,0,0,2,5,8,5,2,0,46,92,139,134,130,126,124,123,122,7,5,3,2,4,6,9,44,79,114,76,38,0,4,8,12,0,1,3,5,28,51,75,71,67,63,47,32,17,11,5,0,29,61,94,127,151,176,201,171,141,112,98,84,70,46,23,0,0,3,7,11,7,4,1,0,0,0,5,10,16,14,12,10,16,10,5,0,0,0,0,2,4,7,4,2,0,0,0,0
2,1,0,0,1,2,3,3,4,5,3,1,0,1,2,3,4,3,2,2,8,14,21,20,19,18,22,26,30,30,30,30,0,3,6,9,27,45,64,84,105,126,169,212,255,255,255,255,3,2,1,0,1,2,3,21,39,58,123,189,255,251,247,243,4,2,1,0,0,0,0,10,20,31,105,180,255,250,245,241,0,1,2,3,3,4,5,17,29,42,113,184,255,253,251,249,5,7,9,11,7,3,0,10,21,32,106,180,255,253,252,251,0,2,4,7,4,2,0,15,30,45,115,185,255,255,255,255,0,3,7,11,8,5,2,15,28,42,111,181,251,250,250,250,0,2,4,6,4,2,0,12,25,38,110,182,255,255,255,255,0,1,2,3,2,1,0,10,20,30,105,180,255,252,249,247,2,1,0,0,1,2,4,18,32,46,115,185,255,253,251,250,9,6,3,0,0,0,0,14,29,44,110,176,243,240,237,234,0,5,10,15,36,57,79,99,119,140,178,216,255,255,255,255,0,0,0,0,2,5,8,5,2,0,0,0,0,0,0,0,4,2,1,0,2,4,7,7,8,9,6,3,0,1,2,4
